[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
['Люблинская'];Не найдено
[nan];Не найдено
['Клубная'];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
['  ДНП Покровская Усадьба'];Не найдено
['  Гамболовский проезд   Парковая д.3'];Не найдено
['  Садоводство Славяночка-2'];Не найдено
['  Славяночка-3'];Не найдено
['  КП Павловские Дачи'];Не найдено
[nan];Не найдено
['частично'];Не найдено
[nan];Не найдено
['Петроградская наб.'];Не найдено
"['  д. 2-4; ул. Пеньковая   д. 3']";Не найдено
"['  д. 8/6; ул. Куйбышева   д. 23 к.2']";Не найдено
г.Санкт-Петербург, проспект Елизарова, дом 16, литера А;51867
['  лит. А.'];Не найдено
[' 57'];Не найдено
[' 61'];Не найдено
[' 62'];Не найдено
[' 63'];Не найдено
['  Посадская'];Не найдено
['  Заречная'];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
['Солнечная'];Не найдено
['  Заречная'];Не найдено
Санкт-Петербург, город Колпино, проспект Ленина, дом 21, литера А;82000
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
['Б/о'];Не найдено
[nan];Не найдено
"['  БС ""Билайн""']";Не найдено
"['  ""Дельта""']";Не найдено
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 4, литера А;69045
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 6, литера А;42975
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 6, литера А;42975
['  лит. А'];Не найдено
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 8, литера А;109602
Санкт-Петербург, город Зеленогорск, Вокзальная улица, дом 9, корпус 1, литера А;45273
Санкт-Петербург, посёлок Ушково, Вокзальная улица, дом 10, литера А;88210
Санкт-Петербург, город Сестрорецк, Сосновая улица, дом 6, литера А;89903
['   лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Детская улица, дом 41, литера А;131438
['   лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 8, литера А;18601
['   лит. А'];Не найдено
Санкт-Петербург, город Сестрорецк, Сосновая улица, дом 6, литера А;89903
['   лит. Б'];Не найдено
Санкт-Петербург, город Сестрорецк, Сосновая улица, дом 6, литера А;89903
Санкт-Петербург, город Колпино, Вокзальная улица, дом 11, литера А;198698
г.Санкт-Петербург, Детская улица, дом 32, литера А;74278
Санкт-Петербург, посёлок Ушково, Детская улица, дом 37а, литера А;129525
Санкт-Петербург, посёлок Ушково, Детская улица, дом 41, литера А;131438
Санкт-Петербург, посёлок Ушково, Сосновая улица, дом 9, литера А;207423
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 10, литера А;4890
['  д.11лит.А   Почтовая Ул.   д.5'];Не найдено
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 3, литера А;84109
['   лит. а'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 8, литера А;18601
Санкт-Петербург, посёлок Ушково, Почтовая улица, дом 7, литера А;206847
Санкт-Петербург, посёлок Ушково, Сосновая улица, дом 4, литера А;99657
['   лит. '];Не найдено
г.Санкт-Петербург, Ольгино, Вокзальная улица, дом 11, литера А;50137
['   лит. а'];Не найдено
['  Почтовый Пер.   д.'];Не найдено
['   лит. '];Не найдено
['  16 лит. А   Почтовая Ул уч. 2  '];Не найдено
Санкт-Петербург, посёлок Ушково, Сосновая улица, дом 12, литера А;22536
Санкт-Петербург, посёлок Ушково, Полевая улица, дом 3, строение 1;215443
Санкт-Петербург, город Сестрорецк, Сосновая улица, дом 3, литера А;86282
[' лит. А  '];Не найдено
Санкт-Петербург, посёлок Ушково, Детская улица, дом 31, литера А;46656
['   лит. А'];Не найдено
['  Б'];Не найдено
[' В'];Не найдено
[' Д'];Не найдено
['  кад. 78:38:0022613:30   Полевая Ул.   д.4'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 14, литера А;35065
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 10, литера А;4890
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 4, литера А;75891
Санкт-Петербург, посёлок Ушково, Почтовая улица, дом 15, литера А;111239
Санкт-Петербург, посёлок Молодёжное, Почтовая улица, дом 4, литера А;108772
['    Почтовая Ул.   д.8'];Не найдено
Санкт-Петербург, посёлок Ушково, Сосновая улица, дом 9, литера А;207423
['   лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовая улица, дом 15, литера А;111239
['   лит. А'];Не найдено
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 8, литера А;109602
['   лит. А'];Не найдено
Санкт-Петербург, город Зеленогорск, Вокзальная улица, дом 9, корпус 1, литера А;45273
['   лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 10, литера А;4890
['   лит. А'];Не найдено
г.Санкт-Петербург, Детская улица, дом 32, литера А;74278
['   лит. Б'];Не найдено
Санкт-Петербург, посёлок Ушково, Сосновая улица, дом 4, литера А;99657
['   лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 14, литера А;35065
['   лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовая улица, дом 16, литера А;129527
['   лит. А'];Не найдено
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 4, литера А;69045
['   лит. А'];Не найдено
г.Санкт-Петербург, Лахта, Полевая улица, дом 4, литера А;65283
['   лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Вокзальная улица, дом 10, литера А;88210
['   лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 4, литера А;75891
['   лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 16, литера А;129524
['   лит. А'];Не найдено
Санкт-Петербург, город Колпино, Вокзальная улица, дом 11, литера А;198698
Санкт-Петербург, город Колпино, Вокзальная улица, дом 11, литера А;198698
['   лит. А'];Не найдено
[nan];Не найдено
['население'];Не найдено
['  котельные'];Не найдено
['  водозаборы'];Не найдено
['население'];Не найдено
['население'];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
['Полностью'];Не найдено
['деревня'];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
['население МКД №1'];Не найдено
[' 2'];Не найдено
[' 3'];Не найдено
[' 13'];Не найдено
[' 14'];Не найдено
[' 15'];Не найдено
['  водозабор'];Не найдено
['  ГРС'];Не найдено
[nan];Не найдено
[nan];Не найдено
г.Санкт-Петербург, улица Димитрова, дом 12, корпус 1, литера А;46292
['  к.1'];Не найдено
г.Санкт-Петербург, улица Димитрова, дом 16, корпус 1, литера А;11269
['  к.1'];Не найдено
['  к.2'];Не найдено
г.Санкт-Петербург, улица Димитрова, дом 3, корпус 4;53776
['  к.4'];Не найдено
['  ул.   д. 65'];Не найдено
['  к.2'];Не найдено
['  лит.А'];Не найдено
г.Санкт-Петербург, Лиговский проспект, дом 271, строение 1;213934
г.Санкт-Петербург, Будапештская улица, дом 12, литера А;41938
"['ул. Будапештская   к. 2; д. 14 к.1']";Не найдено
['  к.1'];Не найдено
['  к.2.'];Не найдено
г.Санкт-Петербург, улица Пограничника Гарькавого, дом 33, литера А;76223
[' 35/2'];Не найдено
г.Санкт-Петербург, 2-я Комсомольская улица, дом 36, корпус 1, литера А;38176
[' 36/2'];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
[' 57'];Не найдено
[' 61'];Не найдено
[' 62'];Не найдено
[' 63'];Не найдено
['19-я линия'];Не найдено
г.Санкт-Петербург, Пулковское шоссе, дом 103, литера Д;48188
['Пулковское ш. д.103 уч. 56   д. 32 к.3'];Не найдено
г.Санкт-Петербург, Малый проспект В.О., дом 54, литера А;53400
['  Посадская'];Не найдено
['  Заречная'];Не найдено
г.Санкт-Петербург, Бестужевская улица, дом 5, корпус 1, литера А;210276
['  5/2'];Не найдено
['  7/6'];Не найдено
[nan];Не найдено
['Итальянская ул.  д.25'];Не найдено
[' 10'];Не найдено
г.Санкт-Петербург, Садовая улица, дом 12, литера А;196871
г.Санкт-Петербург, Малая Садовая улица, дом 1/25, литера А;105075
[nan];Не найдено
"['ул. Уральская   д. 8а; д. 8б']";Не найдено
г.Санкт-Петербург, Уральская улица, дом 11, литера А;85552
г.Санкт-Петербург, Уральская улица, дом 13, литера П;446
г.Санкт-Петербург, Железноводская улица, дом 10, литера А;36307
"['  д. 9 к.2; Петровский пр.   д. 20 лит. З']";Не найдено
['  к. 4'];Не найдено
"['  д. 9 к.2; Петровский пр.   д. 20 лит. С']";Не найдено
['Петроградская наб.'];Не найдено
"['  д. 9 к.2; Петровский пр.   д. 26-28']";Не найдено
"['  д. 9 к.2; Петровский пр.   д. 30']";Не найдено
"['  д. 32; Пинский пер.   д. 1-3']";Не найдено
[nan];Не найдено
['Солнечная'];Не найдено
['  Заречная'];Не найдено
Санкт-Петербург, посёлок Стрельна, Санкт-Петербургское шоссе, дом 2, литера А;50777
['  СНТ Радуга '];Не найдено
['  СНТ Жилищник'];Не найдено
['  СНТ  Луг'];Не найдено
['  СНТ  Дружба'];Не найдено
['  СНТ  Энергетик'];Не найдено
['  СНТ  Водник'];Не найдено
['  МТС Посадниково'];Не найдено
['  СНТ Свет'];Не найдено
['  СНТ Анкер'];Не найдено
['  Союз'];Не найдено
['  СНТ Восток'];Не найдено
['  СНТ Маяк'];Не найдено
['  СНТ Флора'];Не найдено
['  СНТ Дорожник'];Не найдено
['  СНТ Рестовратор'];Не найдено
['  СНТ Строитель'];Не найдено
['  СНТ Ветвузовец'];Не найдено
['  СНТ Меридиан'];Не найдено
['  СНТ Содружество'];Не найдено
['  СНТ Сигнал'];Не найдено
['  СНТ Эра'];Не найдено
['  СНТ Изумрудное'];Не найдено
['  СНТ Глобус'];Не найдено
['  Линк'];Не найдено
['  СНТ Вымпел д.21а'];Не найдено
['частично'];Не найдено
[nan];Не найдено
['Котельная'];Не найдено
['  гаражи'];Не найдено
['  мастерские'];Не найдено
['  мол.завод'];Не найдено
г.Санкт-Петербург, Рижский проспект, дом 58, корпус 2, литера А;218689
['  лит. И'];Не найдено
['ДНП Волочаевское'];Не найдено
г.Санкт-Петербург, Пискарёвский проспект, дом 37, корпус 2, литера А;13446
[nan];Не найдено
['  Красный Бор'];Не найдено
"['  СНТ ""Микрорайон Самсоновка""']";Не найдено
['ч/с'];Не найдено
['частично'];Не найдено
['частично'];Не найдено
['частично'];Не найдено
г.Санкт-Петербург, Средний проспект В.О., дом 61, литера А;49605
г.Санкт-Петербург, Средний проспект В.О., дом 65, литера А;9780
г.Санкт-Петербург, Средний проспект В.О., дом 40, литера А;48204
г.Санкт-Петербург, Средний проспект В.О., дом 41, литера А;42964
[nan];Не найдено
['ч/с'];Не найдено
[nan];Не найдено
[nan];Не найдено
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 4, литера А;69045
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 6, литера А;42975
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 6, литера А;42975
['  лит. А'];Не найдено
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 8, литера А;109602
Санкт-Петербург, город Зеленогорск, Вокзальная улица, дом 9, корпус 1, литера А;45273
Санкт-Петербург, посёлок Ушково, Вокзальная улица, дом 10, литера А;88210
Санкт-Петербург, город Сестрорецк, Сосновая улица, дом 6, литера А;89903
['  лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Детская улица, дом 41, литера А;131438
['  лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 8, литера А;18601
['  лит. А'];Не найдено
Санкт-Петербург, город Сестрорецк, Сосновая улица, дом 6, литера А;89903
['  лит. Б'];Не найдено
Санкт-Петербург, город Сестрорецк, Сосновая улица, дом 6, литера А;89903
Санкт-Петербург, город Колпино, Вокзальная улица, дом 11, литера А;198698
г.Санкт-Петербург, Детская улица, дом 32, литера А;74278
Санкт-Петербург, посёлок Ушково, Детская улица, дом 37а, литера А;129525
Санкт-Петербург, посёлок Ушково, Детская улица, дом 41, литера А;131438
Санкт-Петербург, посёлок Ушково, Сосновая улица, дом 9, литера А;207423
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 10, литера А;4890
['  д.11лит.А Почтовая Ул.   д.5'];Не найдено
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 3, литера А;84109
['  лит. а'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 8, литера А;18601
Санкт-Петербург, посёлок Ушково, Почтовая улица, дом 7, литера А;206847
Санкт-Петербург, посёлок Ушково, Сосновая улица, дом 4, литера А;99657
['  лит. '];Не найдено
г.Санкт-Петербург, Ольгино, Вокзальная улица, дом 11, литера А;50137
['  лит. а'];Не найдено
['  Почтовый Пер.   д.'];Не найдено
['  лит. '];Не найдено
['  16 лит. А Почтовая Ул уч. 2 '];Не найдено
Санкт-Петербург, посёлок Ушково, Сосновая улица, дом 12, литера А;22536
Санкт-Петербург, посёлок Ушково, Полевая улица, дом 3, строение 1;215443
Санкт-Петербург, город Сестрорецк, Сосновая улица, дом 3, литера А;86282
['  лит. А '];Не найдено
Санкт-Петербург, посёлок Ушково, Детская улица, дом 31, литера А;46656
['  лит. А'];Не найдено
['  Б'];Не найдено
['  В'];Не найдено
['  Д'];Не найдено
['  кад. 78:38:0022613:30 Полевая Ул.   д.4'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 14, литера А;35065
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 10, литера А;4890
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 4, литера А;75891
Санкт-Петербург, посёлок Ушково, Почтовая улица, дом 15, литера А;111239
Санкт-Петербург, посёлок Молодёжное, Почтовая улица, дом 4, литера А;108772
['  Почтовая Ул.   д.8'];Не найдено
Санкт-Петербург, посёлок Ушково, Сосновая улица, дом 9, литера А;207423
['  лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовая улица, дом 15, литера А;111239
['  лит. А'];Не найдено
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 8, литера А;109602
['  лит. А'];Не найдено
Санкт-Петербург, город Зеленогорск, Вокзальная улица, дом 9, корпус 1, литера А;45273
['  лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 10, литера А;4890
['  лит. А'];Не найдено
г.Санкт-Петербург, Детская улица, дом 32, литера А;74278
['  лит. Б'];Не найдено
Санкт-Петербург, посёлок Ушково, Сосновая улица, дом 4, литера А;99657
['  лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 14, литера А;35065
['  лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовая улица, дом 16, литера А;129527
['  лит. А'];Не найдено
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 4, литера А;69045
['  лит. А'];Не найдено
г.Санкт-Петербург, Лахта, Полевая улица, дом 4, литера А;65283
['  лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Вокзальная улица, дом 10, литера А;88210
['  лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 4, литера А;75891
['  лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 16, литера А;129524
['  лит. А'];Не найдено
Санкт-Петербург, город Колпино, Вокзальная улица, дом 11, литера А;198698
Санкт-Петербург, город Колпино, Вокзальная улица, дом 11, литера А;198698
['  лит. А'];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
[' 3-го Июля'];Не найдено
['  Кузнечная'];Не найдено
[' Мира'];Не найдено
[' Дзержинского'];Не найдено
[' Больничная.Полиция.'];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
['Полностью'];Не найдено
[nan];Не найдено
['-'];Не найдено
[nan];Не найдено
['Забалканская'];Не найдено
['  Пограничная'];Не найдено
['  Сиреневая'];Не найдено
['  база отдыха'];Не найдено
['Озёрная'];Не найдено
['население'];Не найдено
['население'];Не найдено
['1-й Семилетки'];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
['Население'];Не найдено
['  скважины'];Не найдено
"['  ЦОО ""Березняки""']";Не найдено
['Население'];Не найдено
['  скважины'];Не найдено
['Квартал А-10 '];Не найдено
Санкт-Петербург, город Красное Село, улица Освобождения, дом 29, корпус 2, литера А;126570
Санкт-Петербург, город Красное Село, улица Освобождения, дом 29, корпус 3, литера А;125334
['  29/1'];Не найдено
[' 31а'];Не найдено
[' 33-1'];Не найдено
[' 31-1'];Не найдено
['  31-3'];Не найдено
[' 31-2'];Не найдено
['  к.24'];Не найдено
[' 30'];Не найдено
[' 31'];Не найдено
Санкт-Петербург, город Красное Село, улица Освобождения, дом 23, корпус 1, литера А;126558
['  25к.1'];Не найдено
[' 2'];Не найдено
[' 1/2'];Не найдено
['  1/3'];Не найдено
[' 3/1'];Не найдено
[' 3/2'];Не найдено
[' 3/3 '];Не найдено
[' д.27 к.1 ул. Спирина д.1/1   д.7 к.3'];Не найдено
[' д.27 к.1 ул. Спирина д.1/1  д.9 к.1'];Не найдено
[' 2'];Не найдено
[' 21а'];Не найдено
Санкт-Петербург, город Красное Село, Геологическая улица, дом 42, литера А;137125
['  46-2'];Не найдено
[' 46-3'];Не найдено
[' 33-2'];Не найдено
[' 31-2'];Не найдено
['  к.25'];Не найдено
[' 26'];Не найдено
[' 27'];Не найдено
[' 32'];Не найдено
['ч/с'];Не найдено
['отключение электроснабжения в ночное время'];Не найдено
[' 3'];Не найдено
[' 4'];Не найдено
['Рабочая'];Не найдено
['  Лесная'];Не найдено
['  Почта'];Не найдено
['  СНТ Плодовое.'];Не найдено
['Набережная'];Не найдено
[nan];Не найдено
[' д49'];Не найдено
[' д51'];Не найдено
[' д53'];Не найдено
[' д55'];Не найдено
[' д57'];Не найдено
[' д59'];Не найдено
[' д59к1'];Не найдено
[' д61'];Не найдено
[' д61к2'];Не найдено
[nan];Не найдено
['население'];Не найдено
[nan];Не найдено
['-'];Не найдено
Санкт-Петербург, город Сестрорецк, улица Андреева, дом 2, литера А;98097
[' 3'];Не найдено
[' 3А'];Не найдено
[' 4'];Не найдено
[' 8'];Не найдено
[' 9'];Не найдено
[' 10'];Не найдено
[' 11'];Не найдено
г.Санкт-Петербург, Будапештская улица, дом 72, корпус 1, литера А;78797
['  к.3'];Не найдено
г.Санкт-Петербург, Будапештская улица, дом 74, корпус 1, литера А;4127
['  к.1'];Не найдено
г.Санкт-Петербург, Будапештская улица, дом 74, корпус 1, литера А;4127
['  к.3'];Не найдено
г.Санкт-Петербург, Будапештская улица, дом 74, корпус 1, литера А;4127
['  к.4'];Не найдено
г.Санкт-Петербург, Будапештская улица, дом 74, корпус 1, литера А;4127
['  к.5'];Не найдено
г.Санкт-Петербург, Малая Каштановая аллея, дом 8, литера А;23126
['  лит. А'];Не найдено
г.Санкт-Петербург, улица Фучика, дом 15, литера А;81730
['  Нагорная'];Не найдено
['  Заречная'];Не найдено
['МКД'];Не найдено
['  ч/с и др.'];Не найдено
['Пром Зона'];Не найдено
[nan];Не найдено
['19-я линия'];Не найдено
['  Нагорный пер.   д. 32'];Не найдено
['  Нагорный пер.   д. 32 к.3'];Не найдено
г.Санкт-Петербург, Малый проспект В.О., дом 54, литера А;53400
['  Посадская'];Не найдено
['  Заречная'];Не найдено
[nan];Не найдено
['частично'];Не найдено
[nan];Не найдено
[nan];Не найдено
['Футбольная аллея'];Не найдено
Санкт-Петербург, город Кронштадт, проспект Ленина, дом 1, литера А;21863
г.Санкт-Петербург, проспект КИМа, дом 4, литера Б;31578
['  В'];Не найдено
г.Санкт-Петербург, Новоладожская улица, дом 14, литера А;6735
['ул. Уральская   д. 9 (наб. Макарова с мостом через р. Смоленку)'];Не найдено
г.Санкт-Петербург, Ремесленная улица, дом 5, литера А;107707
"['  д. 17 лит. Н; Петровский пр.   д. 18/7']";Не найдено
"['  д. 17 лит. Н; Петровский пр.   д. 20 лит. С']";Не найдено
[nan];Не найдено
г.Санкт-Петербург, проспект Мечникова, дом 19, литера А;2293
['  17'];Не найдено
['Солнечная'];Не найдено
['  Заречная'];Не найдено
['Полностью'];Не найдено
г.Санкт-Петербург, проспект Мечникова, дом 21, литера А;16408
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
['частично'];Не найдено
['Старая Свирица'];Не найдено
['  ул.Сосновая   д. 73а-87а'];Не найдено
['  4-я Советская'];Не найдено
['  5-я Советская'];Не найдено
['  6-я Советская'];Не найдено
[' 14'];Не найдено
[' 27'];Не найдено
[' 32'];Не найдено
[' 35'];Не найдено
[' 38'];Не найдено
[' 43)'];Не найдено
"['  ДНП ""Черная речка""']";Не найдено
[nan];Не найдено
[nan];Не найдено
[nan];Не найдено
[' Лен.Шоссе'];Не найдено
[' Молодежная'];Не найдено
[' В.Алексеева'];Не найдено
[' Тургенева'];Не найдено
['   Карла-Либкнехта'];Не найдено
[' Лермонтова.'];Не найдено
[nan];Не найдено
Санкт-Петербург, посёлок Ушково, Сосновая улица, дом 23, литера А;48843
['  уг.'];Не найдено
['  стр.'];Не найдено
['  лит. А'];Не найдено
[nan];Не найдено
Санкт-Петербург, город Зеленогорск, Сосновая улица, дом 8, литера А;66759
['  уг.'];Не найдено
['  стр.'];Не найдено
['  лит. Е'];Не найдено
['  '];Не найдено
['  З'];Не найдено
['  И'];Не найдено
['  К'];Не найдено
['  Л'];Не найдено
"['  корп.   М; д.15']";Не найдено
['  лит. А'];Не найдено
['  Б'];Не найдено
['  В'];Не найдено
['  Д'];Не найдено
['  Е'];Не найдено
г.Санкт-Петербург, Ржевка, Сосновая улица, дом 16, литера А;61067
['  уг.'];Не найдено
['  стр.'];Не найдено
['  лит. '];Не найдено
[nan];Не найдено
Санкт-Петербург, посёлок Ушково, Сосновая улица, дом 12, литера А;22536
['  уг.'];Не найдено
['  стр.'];Не найдено
['  лит. А'];Не найдено
Санкт-Петербург, посёлок Петро-Славянка, Сосновая улица, дом 12, литера А;13642
['  уг.'];Не найдено
['  стр.'];Не найдено
['  лит. А'];Не найдено
['  лит.З'];Не найдено
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 4, литера А;69045
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 6, литера А;42975
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 6, литера А;42975
['  лит. А'];Не найдено
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 8, литера А;109602
Санкт-Петербург, город Зеленогорск, Вокзальная улица, дом 9, корпус 1, литера А;45273
Санкт-Петербург, посёлок Ушково, Вокзальная улица, дом 10, литера А;88210
Санкт-Петербург, город Сестрорецк, Сосновая улица, дом 6, литера А;89903
['  лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Детская улица, дом 41, литера А;131438
['  лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 8, литера А;18601
['  лит. А'];Не найдено
Санкт-Петербург, город Сестрорецк, Сосновая улица, дом 6, литера А;89903
['  лит. Б'];Не найдено
Санкт-Петербург, город Сестрорецк, Сосновая улица, дом 6, литера А;89903
Санкт-Петербург, город Колпино, Вокзальная улица, дом 11, литера А;198698
г.Санкт-Петербург, Детская улица, дом 32, литера А;74278
Санкт-Петербург, посёлок Ушково, Детская улица, дом 37а, литера А;129525
Санкт-Петербург, посёлок Ушково, Детская улица, дом 41, литера А;131438
Санкт-Петербург, посёлок Ушково, Сосновая улица, дом 9, литера А;207423
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 10, литера А;4890
['  д.11лит.А Почтовая Ул.   д.5'];Не найдено
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 3, литера А;84109
['  лит. а'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 8, литера А;18601
Санкт-Петербург, посёлок Ушково, Почтовая улица, дом 7, литера А;206847
Санкт-Петербург, посёлок Ушково, Сосновая улица, дом 4, литера А;99657
['  лит. '];Не найдено
г.Санкт-Петербург, Ольгино, Вокзальная улица, дом 11, литера А;50137
['  лит. а'];Не найдено
['  Почтовый Пер.   д.'];Не найдено
['  лит. '];Не найдено
['  16 лит. А Почтовая Ул уч. 2 '];Не найдено
Санкт-Петербург, посёлок Ушково, Сосновая улица, дом 12, литера А;22536
Санкт-Петербург, посёлок Ушково, Полевая улица, дом 3, строение 1;215443
Санкт-Петербург, город Сестрорецк, Сосновая улица, дом 3, литера А;86282
['  лит. А '];Не найдено
Санкт-Петербург, посёлок Ушково, Детская улица, дом 31, литера А;46656
['  лит. А'];Не найдено
['  Б'];Не найдено
['  В'];Не найдено
['  Д'];Не найдено
['  кад. 78:38:0022613:30 Полевая Ул.   д.4'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 14, литера А;35065
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 10, литера А;4890
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 4, литера А;75891
Санкт-Петербург, посёлок Ушково, Почтовая улица, дом 15, литера А;111239
Санкт-Петербург, посёлок Молодёжное, Почтовая улица, дом 4, литера А;108772
['  Почтовая Ул.   д.8'];Не найдено
Санкт-Петербург, посёлок Ушково, Сосновая улица, дом 9, литера А;207423
['  лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовая улица, дом 15, литера А;111239
['  лит. А'];Не найдено
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 8, литера А;109602
['  лит. А'];Не найдено
Санкт-Петербург, город Зеленогорск, Вокзальная улица, дом 9, корпус 1, литера А;45273
['  лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 10, литера А;4890
['  лит. А'];Не найдено
г.Санкт-Петербург, Детская улица, дом 32, литера А;74278
['  лит. Б'];Не найдено
Санкт-Петербург, посёлок Ушково, Сосновая улица, дом 4, литера А;99657
['  лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 14, литера А;35065
['  лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовая улица, дом 16, литера А;129527
['  лит. А'];Не найдено
г.Санкт-Петербург, Горелово, Вокзальная улица, дом 4, литера А;69045
['  лит. А'];Не найдено
г.Санкт-Петербург, Лахта, Полевая улица, дом 4, литера А;65283
['  лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Вокзальная улица, дом 10, литера А;88210
['  лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 4, литера А;75891
['  лит. А'];Не найдено
Санкт-Петербург, посёлок Ушково, Почтовый переулок, дом 16, литера А;129524
['  лит. А'];Не найдено
Санкт-Петербург, город Колпино, Вокзальная улица, дом 11, литера А;198698
Санкт-Петербург, город Колпино, Вокзальная улица, дом 11, литера А;198698
['  лит. А'];Не найдено
[nan];Не найдено
[nan];Не найдено
Санкт-Петербург, посёлок Лисий Нос, Высокая улица, дом 47, литера А;34040
Санкт-Петербург, посёлок Лисий Нос, Высокая улица, дом 51, литера А;31455
Санкт-Петербург, посёлок Лисий Нос, Высокая улица, дом 52, литера А;40297
Санкт-Петербург, посёлок Лисий Нос, Высокая улица, дом 53, литера А;32711
Санкт-Петербург, посёлок Лисий Нос, Высокая улица, дом 54, литера А;56130
Санкт-Петербург, посёлок Лисий Нос, Высокая улица, дом 56, литера А;88055
Санкт-Петербург, посёлок Лисий Нос, Высокая улица, дом 58, литера А;100123
